,PLAYER,TEAM,AGE,GP,W,L,MIN,"
            OFFRTG
          ","
            DEFRTG
          ","
            NETRTG
          ",AST%,AST/TO,"
            AST Ratio
          ",OREB%,DREB%,REB%,"
            TO Ratio
          ",eFG%,TS%,USG%,PACE,PIE,POSS
1,Adonal Foyle,ORL,33,82,52,30,9.4,99.1,99.6,-0.5,3.8,0.56,8.2,9.3,17.4,13.4,14.6,45.8,46.4,12.0,92.18,7.0,"1,481"
1,Al Jefferson,MIN,23,82,22,60,35.6,102.4,112.2,-9.8,7.5,0.70,6.2,10.5,22.7,16.3,8.8,50.0,53.5,27.3,92.85,14.7,"5,648"
1,Allen Iverson,DEN,33,82,50,32,41.8,109.7,104.7,5.1,27.1,2.39,21.4,1.3,5.4,3.4,9.0,48.8,56.7,26.3,100.90,13.6,"7,195"
1,Andray Blatche,WAS,21,82,43,39,20.4,102.0,108.2,-6.2,9.6,0.82,11.4,10.0,16.7,13.3,13.9,47.7,51.2,19.4,92.34,8.4,"3,202"
1,Andre Iguodala,PHI,24,82,40,42,39.5,104.3,104.1,0.2,20.7,1.83,18.6,2.7,11.9,7.2,10.2,49.5,54.3,23.6,91.54,13.3,"6,181"
1,Andre Miller,PHI,32,82,40,42,36.8,104.9,106.0,-1.1,31.8,2.74,27.2,3.2,8.1,5.6,9.9,49.4,53.7,22.6,91.45,13.0,"5,746"
1,Andres Nocioni,CHI,28,82,33,49,24.6,103.4,105.7,-2.3,8.3,0.71,7.9,2.3,14.7,8.4,11.0,50.4,54.9,24.1,95.99,9.2,"4,028"
1,Anthony Parker,TOR,33,82,41,41,32.1,109.5,106.0,3.5,10.7,2.10,15.9,2.0,11.2,6.7,7.5,55.7,58.0,17.2,91.90,9.3,"5,040"
1,Baron Davis,GSW,29,82,48,34,39.0,111.5,108.1,3.5,29.1,2.69,24.3,2.8,9.0,5.8,9.1,48.3,52.3,25.3,100.57,12.2,"6,701"
1,Boris Diaw,PHX,26,82,55,27,28.1,108.3,104.5,3.8,19.6,2.05,27.0,4.6,11.4,8.3,13.2,48.7,51.6,16.4,98.75,8.9,"4,739"
1,Carlos Delfino,TOR,25,82,41,41,23.5,105.5,105.2,0.3,11.7,1.93,15.7,3.5,16.2,9.8,8.1,49.2,52.7,18.4,92.98,9.1,"3,740"
1,DeShawn Stevenson,WAS,27,82,43,39,31.3,109.5,107.3,2.3,15.2,2.47,20.6,1.4,8.3,4.7,8.3,48.7,52.9,17.2,91.49,8.0,"4,888"
1,Derek Fisher,LAL,33,82,57,25,27.4,110.8,104.3,6.5,15.7,2.66,20.2,1.1,6.3,3.8,7.6,50.8,55.6,18.2,98.15,8.3,"4,609"
1,Deron Williams,UTA,24,82,54,28,37.3,113.2,106.0,7.2,42.7,3.09,35.4,1.3,7.3,4.4,11.5,54.4,59.5,22.9,95.15,14.6,"6,059"
1,Dwight Howard,ORL,22,82,52,30,37.7,112.5,105.0,7.5,5.9,0.42,6.3,9.8,27.8,19.2,15.0,59.9,61.9,23.9,95.37,15.5,"6,145"
1,Emeka Okafor,CHA,25,82,32,50,33.1,103.1,107.6,-4.4,4.4,0.43,5.6,9.7,23.6,16.7,13.0,53.5,55.3,19.9,93.45,12.0,"5,284"
1,Fabricio Oberto,SAS,33,82,56,26,20.0,101.7,100.4,1.2,9.0,1.86,20.3,9.8,18.1,13.9,10.9,60.8,61.5,10.6,91.32,9.4,"3,135"
1,Hedo Turkoglu,ORL,29,82,52,30,36.9,111.6,104.5,7.1,22.4,1.66,20.0,3.0,12.5,8.0,12.0,52.4,57.6,24.6,94.84,12.4,"5,992"
1,Jarrett Jack,POR,24,82,41,41,27.2,102.1,105.8,-3.7,24.0,1.76,25.9,1.4,9.1,5.3,14.7,48.3,55.8,18.7,90.63,10.4,"4,207"
1,Jarvis Hayes,DET,26,82,59,23,15.7,105.4,101.2,4.2,8.1,1.32,9.7,2.8,11.5,7.1,7.4,50.3,52.0,20.2,91.40,8.8,"2,447"
1,Jason Maxiell,DET,25,82,59,23,21.6,108.4,101.6,6.8,4.2,0.65,6.7,10.2,15.2,12.7,10.4,53.8,57.6,16.4,89.90,10.4,"3,302"
1,Jason Richardson,CHA,27,82,32,50,38.4,104.3,108.1,-3.9,14.9,1.55,12.7,2.6,11.8,7.2,8.1,52.4,55.4,25.6,93.30,11.9,"6,126"
1,Jason Terry,DAL,30,82,51,31,31.4,109.7,103.8,5.9,17.5,2.87,18.1,1.2,6.9,4.1,6.3,53.5,57.4,21.2,92.06,11.6,"4,952"
1,Joe Johnson,ATL,27,82,37,45,40.8,106.2,106.7,-0.5,25.1,2.13,20.2,2.6,8.8,5.7,9.5,48.9,53.5,25.3,92.05,12.1,"6,416"
1,Jordan Farmar,LAL,21,82,57,25,20.6,109.4,101.2,8.2,20.9,2.08,22.6,2.4,8.1,5.3,10.9,55.2,56.3,19.7,97.60,10.6,"3,435"
1,Jose Calderon,TOR,26,82,41,41,30.3,110.4,106.4,3.9,42.0,5.38,43.7,1.5,8.9,5.1,8.1,57.5,60.7,16.4,91.48,14.3,"4,730"
1,Juan Carlos Navarro,MEM,28,82,22,60,25.8,103.7,110.7,-7.1,13.2,1.32,15.5,1.6,8.6,5.0,11.7,50.4,54.0,19.8,98.21,7.8,"4,337"
1,Keith Bogans,ORL,28,82,52,30,26.8,109.8,103.3,6.5,7.1,1.96,13.1,2.0,9.8,6.1,6.7,53.6,55.9,14.1,95.40,7.1,"4,376"
1,Kobe Bryant,LAL,29,82,57,25,38.9,112.8,103.9,8.9,23.6,1.72,16.3,3.0,12.6,8.0,9.5,50.3,57.6,30.9,97.44,15.9,"6,488"
1,Kyle Lowry,MEM,22,82,22,60,25.5,102.1,106.3,-4.3,22.4,2.33,25.2,1.9,10.0,5.9,10.8,46.3,53.1,18.2,98.14,9.4,"4,265"
1,Leandro Barbosa,PHX,25,82,55,27,29.5,110.2,107.6,2.5,13.7,1.85,14.9,1.8,7.4,4.8,8.1,54.3,57.5,22.3,99.01,9.7,"4,993"
1,Luis Scola,HOU,28,82,55,27,24.7,104.9,100.3,4.6,8.8,1.01,10.7,8.5,17.3,12.9,10.6,51.5,54.8,19.5,92.45,11.2,"3,892"
1,Michael Finley,SAS,35,82,56,26,26.9,106.0,101.2,4.8,8.4,2.04,11.9,1.3,10.8,6.2,5.8,50.1,51.9,18.2,89.99,8.3,"4,143"
1,Mike Dunleavy,IND,27,82,36,46,36.0,105.9,105.0,0.9,15.8,1.52,16.3,1.9,12.1,7.0,10.8,55.0,60.5,21.4,99.72,12.0,"6,127"
1,Mikki Moore,SAC,32,82,38,44,29.1,106.1,107.8,-1.7,5.3,0.76,11.1,7.3,14.6,11.0,14.5,57.7,61.3,12.6,96.06,7.0,"4,762"
1,Nazr Mohammed,CHA,30,82,39,43,20.1,100.5,106.9,-6.4,7.4,0.71,9.3,11.8,18.2,15.0,13.1,51.5,53.3,19.0,93.67,9.5,"3,214"
1,Paul Millsap,UTA,23,82,54,28,20.8,108.5,101.5,7.0,7.4,0.93,10.5,10.3,18.1,14.2,11.3,50.4,54.8,17.7,95.08,10.4,"3,363"
1,Richard Jefferson,NJN,28,82,34,48,39.0,103.4,108.5,-5.1,14.6,1.27,12.1,3.0,8.2,5.6,9.6,49.5,57.1,25.7,93.85,11.2,"6,262"
1,Ricky Davis,MIA,28,82,15,67,36.1,98.4,108.9,-10.5,16.7,1.45,18.1,1.9,10.8,6.3,12.5,50.2,53.4,19.6,91.85,9.0,"5,673"
1,Ryan Gomes,MIN,25,82,22,60,29.7,104.0,109.6,-5.5,9.4,1.51,12.2,5.5,15.2,10.1,8.1,49.2,53.9,19.1,93.51,10.4,"4,742"
1,Samuel Dalembert,PHI,28,82,40,42,33.2,105.0,104.5,0.5,2.6,0.29,4.6,11.6,21.5,16.5,15.8,51.3,55.6,15.5,91.43,10.3,"5,181"
1,Tayshaun Prince,DET,28,82,59,23,32.9,110.7,100.7,10.0,16.5,2.95,19.1,4.3,11.5,7.8,6.5,47.6,51.6,19.9,88.20,11.3,"4,957"
1,Travis Outlaw,POR,23,82,41,41,26.7,104.4,106.4,-2.0,9.2,0.99,8.1,4.6,13.0,8.8,8.1,45.3,49.9,25.6,91.16,10.4,"4,139"
44,Al Harrington,GSW,28,81,48,33,27.0,110.3,107.0,3.2,8.9,1.47,10.7,4.5,15.6,9.8,7.3,51.7,54.7,20.9,100.57,9.3,"4,593"
44,Al Horford,ATL,22,81,37,44,31.4,104.6,106.9,-2.2,7.8,0.91,12.1,10.2,22.3,16.2,13.4,49.9,53.9,16.0,92.16,10.4,"4,874"
44,Bruce Bowen,SAS,37,81,56,25,30.2,104.6,100.2,4.5,5.5,1.98,15.2,1.5,8.6,5.1,7.7,51.2,52.7,9.8,89.85,4.6,"4,581"
44,Carlos Boozer,UTA,26,81,53,28,34.9,113.5,106.1,7.4,13.5,1.11,12.2,7.9,24.5,16.5,11.0,54.7,58.1,26.3,95.77,15.5,"5,642"
44,David Lee,NYK,25,81,22,59,29.1,103.7,108.8,-5.1,6.7,0.98,10.4,9.9,21.6,15.5,10.6,55.2,60.6,15.4,93.39,13.1,"4,579"
44,Jason Kapono,TOR,27,81,40,41,18.9,104.0,104.2,-0.2,6.8,1.12,10.2,2.1,6.1,4.1,9.1,54.5,56.1,16.9,93.85,6.5,"3,003"
44,John Salmons,SAC,28,81,37,44,31.1,103.5,108.6,-5.1,13.8,1.22,16.2,3.2,11.1,7.3,13.2,50.1,55.6,19.0,96.06,9.9,"5,030"
44,Josh Smith,ATL,22,81,37,44,35.5,104.4,104.7,-0.3,16.3,1.11,14.7,5.8,18.1,12.0,13.2,46.8,52.0,24.5,93.82,12.4,"5,606"
44,Kelenna Azubuike,GSW,24,81,48,33,21.4,107.7,107.6,0.1,6.3,1.29,9.6,5.6,12.2,8.8,7.4,50.5,53.4,16.9,100.90,8.3,"3,636"
44,Monta Ellis,GSW,22,81,48,33,37.9,110.9,107.9,3.0,15.4,1.82,16.6,4.1,8.7,6.3,9.1,53.6,58.0,21.6,100.86,11.7,"6,461"
44,Rashard Lewis,ORL,28,81,52,29,38.0,110.6,104.0,6.6,10.4,1.40,12.5,3.4,10.9,7.3,8.9,55.4,59.1,20.3,94.54,10.9,"6,066"
44,Reggie Evans,PHI,28,81,40,41,23.2,101.3,102.8,-1.5,5.1,0.60,10.2,11.9,22.8,17.1,16.9,44.1,46.3,13.6,90.83,7.4,"3,547"
44,Rudy Gay,MEM,21,81,21,60,37.0,103.8,111.9,-8.0,9.3,0.83,8.6,4.7,12.5,8.5,10.3,51.1,54.6,24.8,96.22,10.5,"6,010"
44,Steve Blake,POR,28,81,41,40,29.9,107.3,105.6,1.7,26.1,3.65,34.7,1.4,7.1,4.2,9.5,50.2,51.8,15.0,89.86,8.8,"4,535"
44,Steve Nash,PHX,34,81,55,26,34.3,116.3,106.9,9.4,44.7,3.04,40.1,1.2,8.6,5.3,13.2,59.7,64.1,21.3,98.53,15.0,"5,710"
59,Brendan Haywood,WAS,28,80,41,39,27.8,108.7,106.8,1.9,5.1,0.66,7.8,12.5,14.5,13.5,11.9,52.8,58.2,17.1,90.61,9.8,"4,207"
59,Chris Paul,NOH,23,80,55,25,37.6,113.3,105.3,8.0,50.0,4.60,35.8,2.1,9.2,5.6,7.8,52.4,57.6,25.1,92.10,18.2,"5,776"
59,Danny Granger,IND,25,80,34,46,35.9,104.6,107.0,-2.4,9.7,0.97,9.8,3.2,13.5,8.3,10.0,51.7,57.1,22.9,99.35,10.8,"5,946"
59,Darius Songaila,WAS,30,80,42,38,19.4,103.4,103.0,0.4,14.2,1.57,18.8,5.4,12.8,9.1,11.9,45.8,49.6,17.0,92.31,7.9,"2,993"
59,Jamal Crawford,NYK,28,80,23,57,39.9,104.6,110.0,-5.4,21.7,2.07,18.7,1.1,5.6,3.3,9.0,47.3,52.8,24.1,93.38,10.3,"6,201"
59,Jannero Pargo,NOH,28,80,54,26,18.7,105.2,103.0,2.2,21.1,2.06,19.8,1.8,7.4,4.5,9.6,43.9,46.8,23.7,91.34,7.8,"2,849"
59,Jason Kidd,DAL,35,80,39,41,36.3,105.9,105.7,0.2,42.4,3.03,41.6,3.3,17.8,10.5,13.7,46.0,49.9,17.2,94.19,14.2,"5,707"
59,Jeff Green,SEA,21,80,19,61,28.2,98.4,108.9,-10.5,8.2,0.75,10.5,4.4,12.0,8.2,14.0,44.1,49.1,19.2,98.23,6.2,"4,600"
59,Kevin Durant,SEA,19,80,19,61,34.6,98.9,110.1,-11.3,12.0,0.83,9.7,2.4,9.8,6.1,11.7,45.1,51.9,27.3,98.72,10.4,"5,688"
59,Lou Williams,PHI,21,80,39,41,23.3,103.7,103.4,0.3,23.6,2.02,20.1,2.2,7.1,4.6,10.0,46.1,52.3,23.6,94.21,11.1,"3,651"
59,Marvin Williams,ATL,22,80,35,45,34.6,104.0,107.0,-3.0,8.3,1.08,10.0,4.5,12.6,8.6,9.3,46.2,54.0,20.0,93.22,9.5,"5,368"
59,Matt Carroll,CHA,27,80,32,48,25.2,104.1,106.4,-2.3,5.8,1.26,9.4,1.7,9.8,5.7,7.5,51.7,55.4,15.5,94.89,6.7,"3,983"
59,Paul Pierce,BOS,30,80,64,16,35.9,111.4,97.3,14.1,21.0,1.64,19.2,2.1,12.6,7.6,11.7,52.9,59.9,24.5,92.23,14.7,"5,524"
59,Roger Mason Jr.,WAS,27,80,42,38,21.3,104.7,106.1,-1.4,13.3,1.94,16.1,1.0,7.0,4.0,8.3,55.2,57.3,18.6,92.09,8.5,"3,278"
59,Shane Battier,HOU,29,80,54,26,36.3,106.0,99.8,6.2,7.9,1.99,17.3,4.5,9.2,6.9,8.7,54.0,56.1,11.4,92.11,7.5,"5,575"
74,Al Thornton,LAC,24,79,23,56,27.3,99.2,108.1,-8.9,8.4,0.77,8.0,4.7,12.5,8.6,10.5,45.4,50.4,23.8,93.72,8.3,"4,199"
74,Amar'e Stoudemire,PHX,25,79,53,26,33.9,116.0,107.9,8.1,7.2,0.68,6.6,7.6,19.1,13.9,9.7,59.2,65.6,27.8,97.81,16.8,"5,444"
74,Antawn Jamison,WAS,32,79,41,38,38.7,109.8,106.8,2.9,7.0,1.06,6.5,7.0,20.7,13.6,6.1,47.8,52.5,25.3,91.50,13.3,"5,846"
74,Brandon Bass,DAL,23,79,48,31,19.7,102.6,103.6,-1.0,6.7,0.71,8.1,8.1,14.8,11.5,11.4,49.9,56.4,19.3,93.46,10.8,"3,024"
74,Chuck Hayes,HOU,25,79,52,27,19.9,103.1,95.4,7.8,8.3,1.47,23.8,8.6,18.4,13.6,16.2,51.1,51.2,8.4,92.65,8.0,"3,026"
74,Corey Brewer,MIN,22,79,21,58,22.8,99.5,108.0,-8.5,9.2,1.25,15.1,4.4,12.3,8.2,12.1,38.2,42.9,15.3,94.10,5.0,"3,524"
74,DeSagana Diop,NJN,26,79,44,35,16.4,103.2,100.0,3.2,4.7,0.69,12.9,12.8,18.3,15.6,18.8,52.2,53.6,9.4,92.68,8.0,"2,495"
74,Francisco Garcia,SAC,26,79,38,41,26.5,105.1,108.2,-3.1,10.4,1.00,11.7,2.6,10.4,6.6,11.7,53.8,57.6,20.4,96.33,9.3,"4,206"
74,Linas Kleiza,DEN,23,79,49,30,23.9,109.7,104.2,5.5,7.6,1.07,10.1,4.7,12.0,8.4,9.4,54.3,58.5,18.6,101.80,9.1,"4,016"
74,Marcus Camby,DEN,34,79,48,31,34.9,108.6,104.7,3.9,12.6,2.19,23.4,8.2,27.1,18.0,10.7,45.5,49.8,12.8,101.87,12.8,"5,853"
74,Raymond Felton,CHA,24,79,32,47,37.6,103.8,107.4,-3.7,31.8,2.74,30.2,1.3,6.9,4.1,11.0,44.1,50.0,20.4,93.98,9.8,"5,824"
74,Tyson Chandler,NOH,25,79,54,25,35.2,111.8,103.9,7.9,4.3,0.60,8.5,11.9,23.2,17.5,14.3,62.3,63.2,14.2,91.50,11.3,"5,308"
86,Andrea Bargnani,TOR,22,78,39,39,23.9,109.3,105.6,3.7,7.3,1.01,9.1,2.8,13.6,8.2,9.0,44.8,49.5,22.3,91.75,6.1,"3,554"
86,Andrew Bogut,MIL,23,78,26,52,34.9,105.2,111.2,-6.1,12.1,1.16,13.9,9.5,20.5,15.0,12.1,51.1,53.2,20.4,92.88,11.3,"5,250"
86,Antonio McDyess,DET,33,78,57,21,29.3,110.2,102.6,7.6,6.1,1.19,10.6,9.3,22.5,15.7,8.9,48.8,51.1,15.5,87.78,9.6,"4,174"
86,Channing Frye,POR,25,78,40,38,17.2,105.8,104.0,1.8,7.3,1.04,9.3,8.3,19.3,13.8,9.0,49.1,52.9,19.3,90.33,9.5,"2,524"
86,Chauncey Billups,DET,31,78,56,22,32.3,112.2,101.4,10.8,34.1,3.31,30.3,1.7,7.3,4.5,9.2,52.6,61.9,22.7,88.73,15.9,"4,670"
86,Devin Brown,CLE,29,78,44,34,22.6,101.9,103.3,-1.4,16.6,1.77,20.1,3.6,11.8,7.5,11.4,45.1,49.4,17.4,92.46,8.3,"3,397"
86,Earl Watson,SEA,29,78,19,59,29.1,99.3,108.5,-9.2,35.9,3.03,35.1,1.8,7.8,4.8,11.6,48.7,51.7,18.5,98.45,10.4,"4,651"
86,Eddie House,BOS,30,78,62,16,19.0,104.3,96.0,8.3,18.2,2.00,19.8,1.4,10.0,5.9,9.9,51.9,53.4,18.6,94.33,10.7,"2,927"
86,Eduardo Najera,DEN,31,78,48,30,21.3,109.7,100.2,9.4,7.9,1.61,16.9,6.5,12.5,9.5,10.5,54.5,57.0,11.7,101.77,7.4,"3,519"
86,Jamario Moon,TOR,28,78,39,39,27.8,111.4,104.4,6.9,6.0,1.76,12.0,4.7,18.7,12.0,6.8,52.0,54.0,14.3,91.54,10.0,"4,123"
86,Kendrick Perkins,BOS,23,78,62,16,24.5,110.4,96.6,13.8,6.3,0.67,13.2,8.7,17.1,13.2,19.6,61.5,63.2,13.4,92.24,8.5,"3,671"
86,Nick Collison,SEA,27,78,19,59,28.5,100.9,108.0,-7.1,7.7,0.96,12.0,11.0,20.8,15.9,12.5,50.2,53.7,15.9,97.66,10.5,"4,504"
86,Ronny Turiaf,LAL,25,78,53,25,18.7,109.1,104.0,5.1,13.0,1.78,18.9,6.7,13.8,10.4,10.7,47.4,53.9,16.4,96.64,8.7,"2,928"
86,Tim Duncan,SAS,32,78,54,24,34.0,108.2,99.9,8.3,15.2,1.22,12.2,9.8,25.6,17.8,10.0,49.7,54.6,28.0,89.33,17.7,"4,940"
100,Carmelo Anthony,DEN,24,77,47,30,36.4,109.3,106.6,2.7,15.6,1.02,11.6,6.3,13.3,9.9,11.3,51.1,56.8,29.6,100.81,13.3,"5,894"
100,Craig Smith,MIN,24,77,18,59,20.1,100.8,108.2,-7.5,6.6,0.67,7.9,8.2,16.0,12.0,11.7,56.3,59.0,20.2,93.89,10.0,"3,023"
100,Cuttino Mobley,LAC,32,77,22,55,35.1,100.0,108.2,-8.2,13.1,1.64,15.7,1.9,8.7,5.3,9.6,47.2,51.4,18.3,93.63,8.1,"5,267"
100,Dirk Nowitzki,DAL,30,77,49,28,36.0,112.5,103.7,8.7,17.1,1.66,13.5,3.7,20.5,12.4,8.1,51.0,58.5,28.3,92.08,17.6,"5,319"
100,Jeff Foster,IND,31,77,34,43,24.5,104.0,104.4,-0.4,10.3,2.08,20.5,13.0,21.7,17.1,9.9,55.0,56.8,11.3,98.43,11.0,"3,849"
100,Joe Smith,CLE,32,77,34,43,22.4,102.2,103.1,-1.0,6.8,0.93,7.5,9.0,14.4,11.6,8.0,47.8,52.4,20.9,93.30,10.3,"3,360"
100,Joel Przybilla,POR,28,77,38,39,23.6,101.2,103.3,-2.1,2.3,0.28,6.4,11.3,26.0,18.7,22.4,57.6,61.1,10.2,89.38,9.3,"3,373"
100,Lamar Odom,LAL,28,77,54,23,37.9,111.1,103.0,8.0,13.8,1.75,19.9,6.9,20.2,13.8,11.4,54.4,58.2,16.4,97.10,12.5,"5,912"
100,Peja Stojakovic,NOH,31,77,53,24,35.2,113.5,105.0,8.5,5.3,1.57,7.8,2.4,10.5,6.4,4.9,55.2,58.1,19.1,92.48,9.4,"5,232"
100,Rajon Rondo,BOS,22,77,62,15,29.9,110.8,97.1,13.7,26.3,2.67,29.6,3.9,10.5,7.4,11.1,49.6,51.5,18.6,92.93,11.3,"4,464"
100,Rasheed Wallace,DET,33,77,55,22,30.5,110.8,100.0,10.8,9.5,1.59,11.8,3.9,19.6,11.7,7.4,49.7,52.3,20.8,88.59,11.7,"4,323"
